DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	simple bar testing
LEGEND_TITLE	Example legend title
LEGEND_SHAPES	1	1	2	2
LEGEND_COLORS	#ff0000	#00ff00	#00ffff	#0000ff
LEGEND_LABELS	value1	value2	value3	value4
COLOR	#ffff00
WIDTH	1000
MARGIN	0
HEIGHT_FACTOR	1
BAR_SHIFT	0
BAR_ZERO	0

DATA
bin753	338.48381992967
bin762	19074.9880822584
bin765	5966.03796575217
bin771	1213.71123316671
bin773	132.057342477695
bin775	141.787883502367
bin779	220.501010005519
bin780	198.259773377697
bin781	227.451396451714
bin783	1220.6616196129
bin788	6338.9261985905
bin792	286.529681244367
bin799	1300.59106374414
bin811	0.347519322309723
bin812	2.08511593385834
bin815	0.695038644619446
bin817	0
bin819	0.347519322309723
bin820	0.868798305774307
bin833	365.416567408674
bin835	148.043231303942
bin838	421.019658978229
bin852	1.56383695039375
bin855	0.173759661154861
bin859	1.73759661154861
bin868	6.08158814042015
bin870	0.868798305774307
bin872	1.04255796692917
bin873	2.08511593385834
bin874	1.56383695039375
bin875	0.521278983464584
bin876	1374.2651600738
bin877	0
bin878	0
bin879	361.593854863267
bin880	386.962765391876
bin884	7247.68922643043
bin886	4660.40787183454
bin887	179.667489634127
bin888	140.571565874283
bin889	89.1387061724439
bin890	83.0571180320238
bin893	236.139379509457
bin894	220.501010005519
bin895	298.519097864052
bin896	261.334530376912
bin897	298.866617186362
bin916	285.139603955128
bin920	28495.0205924469
bin924	11613.9219919298
bin925	4007.24530555342
bin926	3971.97209433898
bin928	39.4434430821535
bin929	175.84477708872
bin930	189.571790319954
bin931	132.057342477695
bin932	86.3585515939662
bin934	251.25647002993
bin935	256.99053884804
bin936	170.979506576384
bin937	157.600012667459
bin939	665.847021545429
bin940	662.198068661177
bin943	6206.34757712934
bin945	248.476315451452
bin948	30395.4300064976
bin952	16208.9962311701
bin954	2849.65844293973
bin955	1805.0153600767
bin959	1699.19572643339
bin962	641.868188306058
bin965	67.766267850396
bin967	624.318462529417
bin968	1079.74253441631
bin977	166.114236064048
bin978	225.366280517855
bin979	230.057791369037
bin989	9565.64310623628
bin990	2435.41541074654
bin992	622.580865917869
bin998	2564.69259864576
bin999	207.469035418905
bin1000	167.156794030977
bin1001	189.050511336489
bin1002	146.131875031238
bin1004	5283.16249741356
bin1006	3292.74557888462
bin1014	9684.4947144662
bin1025	0.173759661154861
bin1030	262.550848004996
bin1031	259.770693426518
bin1032	302.689329731769
bin1034	269.8487537735
bin1038	215.809499154338
bin1039	169.41566962599
bin1040	84.0996759989529
bin1041	147.174432998168
bin1045	929.440427517354
bin1048	0.173759661154861
bin1049	0.173759661154861
bin1051	965.40867737641
bin1052	676.793880198185
bin1053	222.586125939378
bin1055	133.273660105779
bin1058	93.1351783790058
bin1060	228.841473740953
bin1071	0
bin1081	79.5819248089265
bin1083	69.6776241230994
bin1090	362.636412830196
bin1091	381.054936912611
bin1093	11990.6329373135
bin1098	271.933869707358
bin1100	313.80994804568
bin1102	0.173759661154861
bin1108	13.2057342477695
bin1114	7.47166542965904
bin1115	1.56383695039375
bin1116	3.82271254540695
bin1131	1548.02482122866
bin1134	828.659824047534
bin1148	2249.84009263315
bin1182	4800.2843990642
bin1183	0.173759661154861
bin1195	4420.27202011852
bin1200	239.267053410244
bin1201	186.444116419166
bin1202	126.149513998429
bin1224	201.734966600794
bin1230	300.430454136755
bin1237	316.937621946467
bin1239	199.476091005781
bin1242	341.611493830458
bin1246	6.08158814042015
bin1252	158.816330295543
bin1256	0
bin1257	174.280940138326
bin1258	91.2238221063023
bin1259	61.1634007265112
bin1269	2.43263525616806
bin1270	494.693755307891
bin1271	198.259773377697
bin1272	252.646547319169
bin1273	377.232224367204
bin1274	114.681376362209
bin1276	4209.84907045998
bin1278	0.173759661154861
bin1283	0.173759661154861
bin1284	10739.3896173374
bin1285	0
bin1287	0.347519322309723
bin1291	3.30143356194237
bin1294	0
bin1296	950.117827194783
bin1299	1445.68038080845
bin1300	2.08511593385834
bin1303	0.173759661154861
bin1308	0
bin1315	0.173759661154861
bin1316	0.173759661154861
bin1317	0
bin1325	152.387222832814
bin1328	173.238382171397
bin1332	1601.02151788089
bin1333	324.756806698436
bin1337	193.915781848825
bin1340	2718.99117775127
bin1344	100.78060346982
bin1345	79.2344054866168
bin1346	187.486674386096
bin1361	66.0286712388474
bin1362	81.3195214204752
bin1363	61.6846797099758
bin1370	840.30172134491
bin1372	350.64699621051
bin1387	202.430005245414
bin1388	541.782623480858
bin1389	303.210608715233
bin1397	3808.98553217572
bin1399	229.188993063262
bin1400	199.302331344626
bin1405	178.798691328352
bin1411	405.728808796602
bin1436	136.401334006566
bin1437	59.7733234372723
bin1438	133.273660105779
bin1455	811.631377254358
bin1479	296.607741591349
bin1480	259.596933765363
bin1481	0
bin1484	568.715370959862
bin1485	555.857156034402
bin1489	271.586350385048
bin1493	259.944453087673
bin1494	871.75222001394
bin1498	5628.07542480596
bin1516	3040.62031054892
bin1517	100.43308414751
bin1520	2683.37044721453
bin1525	0.347519322309723
bin1526	0
bin1530	0
bin1532	0
bin1533	0.173759661154861
bin1555	444.9984922176
bin1556	175.84477708872
bin1564	1272.44199863705
bin1569	548.385490604743
bin1576	1.39007728923889
bin1578	1.04255796692917
bin1581	1.56383695039375
bin1583	0.695038644619446
bin1586	0.347519322309723
bin1589	0.695038644619446
bin1590	0.173759661154861
bin1592	0.173759661154861
bin1594	0.173759661154861
bin1595	273.671466318907
bin1597	111.901221783731
bin1602	0.173759661154861
bin1603	3.82271254540695
bin1604	0.173759661154861
bin1605	0.347519322309723
bin1610	146.131875031238
bin1611	208.164074063524
bin1618	176.887335055649
bin1621	359.161219607099
bin1622	172.890862849087
bin1624	203.298803551188
bin1625	89.1387061724439
bin1630	8912.13302063284
bin1637	255.252942236491
bin1642	1895.54414353838
bin1643	2335.15608626018
bin1644	614.7616811659
bin1645	1049.68211303652
bin1646	905.982873261448
bin1648	323.192969748042
bin1649	188.70299201418
bin1650	156.90497402284
bin1656	0.347519322309723
bin1662	0
bin1663	144.915557403154
bin1664	272.628908351978
bin1665	147.348192659323
bin1666	200.51864897271
bin1672	344.739167731245
bin1675	133.621179428088
bin1683	738.826079230471
bin1687	156.731214361685
bin1694	2778.59074152739
bin1695	14661.8402082472
bin1696	357.42362299555
bin1698	167.851832675596
bin1703	1156.71806430791
bin1704	960.195887541764
bin1714	0
bin1729	0
bin1734	0.347519322309723
bin1735	0.347519322309723
bin1736	0
bin1737	0
bin1738	0
bin1743	3.12767390078751
bin1763	0.521278983464584
bin1766	0
bin1774	1.56383695039375
bin1778	68.4613064950154
bin1780	90.355023800528
bin1787	199.302331344626
bin1798	167.156794030977
bin1806	263.593405971925
bin1809	876.791250187431
bin1814	256.469259864576
bin1817	2974.07036032661
bin1818	2126.8182525355
bin1819	556.899714001331
bin1820	0
bin1821	0.173759661154861
bin1823	2336.54616354942
bin1824	1661.31612030163
bin1829	928.050350228115
bin1832	9018.82145258193
bin1834	0
bin1835	0.173759661154861
bin1837	1777.21381429192
bin1839	269.50123445119
bin1842	75.7592122635196
bin1849	249.692633079536
bin1850	366.632885036758
bin1851	266.547320211557
bin1852	316.068823640693
bin1854	881.309001377457
bin1856	2196.4958766586
bin1858	3009.69109086336
bin1864	5387.76581342879
bin1865	192.004425576122
bin1866	277.667938525469
bin1869	0.521278983464584
bin1875	1.91135627270348
bin1876	0.173759661154861
bin1877	0.347519322309723
bin1878	0
bin1879	0.695038644619446
bin1880	0.347519322309723
bin1881	0.347519322309723
bin1882	0.173759661154861
bin1884	0.521278983464584
bin1885	0.173759661154861
bin1886	0.521278983464584
bin1887	0.173759661154861
bin1889	58.5570058091883
bin1891	0.173759661154861
bin1893	0
bin1894	314.15746736799
bin1898	444.477213234136
bin1900	365.937846392138
bin1902	1320.22590545464
bin1905	1071.57583034203
bin1906	0
bin1907	550.296846877446
bin1909	0.173759661154861
bin1910	0
bin1911	0.173759661154861
bin1912	0.173759661154861
bin1913	0
bin1914	8226.47739771576
bin1915	2.78015457847778
bin1918	1919.17545745544
bin1919	0.173759661154861
bin1926	55.6030915695557
bin1927	80.4507231147009
bin1930	0
bin1940	567.499053331778
bin1943	1864.44116419166
bin1944	332.40223178925
bin1946	1.39007728923889
bin1948	2235.41804075729
bin1951	2331.15961405362
bin1956	0
bin1957	0.173759661154861
bin1958	0
bin1963	0.868798305774307
bin1965	85.6635129493467
bin1966	61.1634007265112
bin1974	0.347519322309723
bin1975	0.347519322309723
bin1976	0
bin1978	0.173759661154861
bin1981	0.173759661154861
bin1982	0.347519322309723
bin1984	1.04255796692917
bin1987	17.7234854377959
bin2001	1.39007728923889
bin2002	0
bin2003	187.834193708405
bin2008	1410.0596502717
bin2010	5291.15544182669
bin2014	139.702767568509
bin2024	5465.61014162617
bin2025	4683.69166642929
bin2030	736.045924651993
bin2046	1.04255796692917
bin2053	0.347519322309723
bin2057	0
bin2060	0
bin2064	0
bin2065	0
bin2066	1.04255796692917
bin2067	0.173759661154861
bin2069	0
bin2073	1.21631762808403
bin2074	0.173759661154861
bin2077	0
bin2078	0.173759661154861
bin2081	0.173759661154861
bin2082	0
bin2084	0.173759661154861
bin2085	0
bin2086	0.173759661154861
bin2087	1.21631762808403
bin2088	0.173759661154861
bin2093	0.173759661154861
bin2095	0.173759661154861
bin2096	0.347519322309723
bin2098	0
bin2101	0
bin2102	0.347519322309723
bin2103	0.868798305774307
bin2106	0.521278983464584
bin2109	0.173759661154861
bin2111	0.173759661154861
bin2113	0
bin2114	0
bin2120	0
bin2121	1.91135627270348
bin2122	0
bin2123	0
bin2124	1.39007728923889
bin2125	0
bin2127	0
bin2128	0
bin2129	0.173759661154861
bin2130	2860.08402260902
bin2132	0.173759661154861
bin2133	164.202879791344
bin2150	62.0321990322855
bin2151	158.121291650924
bin2152	68.98258547848
bin2155	5196.8039458196
bin2156	283.054488021269
bin2160	296.607741591349
bin2164	1.04255796692917
bin2169	175.1497384441
bin2180	0
bin2181	0
bin2183	0
bin2184	0
bin2195	0.173759661154861
bin2200	0.347519322309723
bin2201	0
bin2208	622.754625579023
bin2210	403.469933201588
bin2220	122.326801453022
bin2229	513.98107769608
bin2253	0
bin2256	0.173759661154861
bin2259	0
bin2261	0
bin2264	0.347519322309723
bin2269	0
bin2272	0
bin2275	0
bin2279	0.347519322309723
bin2281	0.173759661154861
bin2287	30.060421379791
bin2288	68.6350661561703
bin2289	17.8972450989507
bin2290	13.9007728923889
bin2294	102.518200081368
bin2296	0
bin2298	0.521278983464584
bin2299	334.661107384263
bin2301	29.3653827351716
bin2302	23.2837945947514
bin2303	89.6599851559085
bin2304	96.9578909244127
bin2312	365.764086730983
bin2320	1093.29578798639
bin2322	429.012603391353
bin2329	2201.70866649325
bin2330	8203.71488210447
bin2331	9446.79149800635
bin2332	2197.19091530322
bin2338	194.43706083229
bin2339	400.168499639646
bin2340	127.713350948823
bin2341	124.933196370345
bin2343	181.231326584521
bin2345	85.8372726105016
bin2360	990.951347566175
bin2363	0
bin2379	897.12113054255
bin2380	1892.76398895991
bin2381	926.660272938876
bin2383	7428.22551437033
bin2384	1342.46714208246
bin2392	195.305859138064
bin2394	188.00795336956
bin2400	853.50745559268
bin2403	599.470830984272
bin2404	10.078060346982
bin2410	929.614187178509
bin2414	11814.7881602248
bin2429	3.30143356194237
bin2432	1927.16840186857
bin2433	0
bin2435	0
bin2436	0.347519322309723
bin2437	0
bin2441	1087.90923849059
bin2442	2544.01519896833
bin2443	256.64301952573
bin2445	848.120906096879
bin2446	0
bin2448	0
bin2452	0
bin2455	0
bin2457	0
bin2463	0.347519322309723
bin2465	919.188607509217
bin2466	1649.84798266541
bin2467	248.650075112607
bin2468	335.877425012347
bin2476	510.853403795293
bin2492	0
bin2494	0.521278983464584
bin2499	0.173759661154861
bin2501	1.04255796692917
bin2504	1.91135627270348
bin2506	0
bin2507	0
bin2508	0.173759661154861
bin2509	0
bin2511	0.173759661154861
bin2512	0
bin2514	0
bin2515	0.173759661154861
bin2517	1923.51944898432
bin2526	3.99647220656181
bin2548	621.19078862863
bin2552	599.297071323117
bin2556	2218.04207464181
bin2557	1029.3522326814
bin2558	0
bin2561	520.583944819965
bin2570	281.66441073203
bin2582	558.63731061288
bin2584	0.521278983464584
bin2585	603.814822513144
bin2592	1.04255796692917
bin2596	1292.42435966986
bin2597	491.913600729413
bin2599	611.460247603957
bin2603	2751.83175370954
bin2605	416.675667449358
bin2611	347.171802987413
bin2623	0.347519322309723
bin2625	0.868798305774307
bin2628	387.657804036496
bin2633	1309.10528714073
bin2634	4219.23209216235
bin2636	601.90346624044
bin2637	0.521278983464584
bin2643	114.507616701054
bin2644	139.007728923889
bin2645	63.4222763215244
bin2653	0.173759661154861
bin2657	312.767390078751
bin2660	0.173759661154861
bin2661	0.347519322309723
bin2668	1058.37009609426
bin2673	0
bin2676	1115.36326495306
bin2677	0.521278983464584
bin2678	0
bin2680	0
bin2682	719.017477858817
bin2683	0
bin2684	0.173759661154861
bin2685	0
bin2686	1.21631762808403
bin2693	0
bin2694	0.347519322309723
bin2695	272.455148690823
bin2696	667.063339173513
bin2698	174.454699799481
bin2699	55.9506108918654
bin2700	187.66043404725
bin2704	0.347519322309723
bin2706	0
bin2711	0
bin2712	0.521278983464584
bin2713	0.173759661154861
bin2715	0.173759661154861
bin2718	4544.16265852194
bin2725	1463.23010658509
bin2727	289.831114806309
bin2744	11584.7303688558
bin2748	194.263301171135
bin2749	756.723324329422
bin2754	2824.46329207227
bin2757	5304.1874164133
bin2761	24962.6604408297
bin2793	0.173759661154861
bin2804	162.63904284095
bin2805	245.17488188951
bin2810	778.443281973779
bin2811	368.718000970616
bin2839	153.777300122052
bin2874	563.155061802906
bin2883	405.381289474292
bin2897	4.17023186771667
bin2905	0.347519322309723
bin2906	0
bin2907	0
bin2949	0
bin2952	0
bin2958	0
bin2959	1.21631762808403
bin2961	0.347519322309723
bin2964	2.95391423963264
bin2965	0
bin2967	0
bin2968	1.21631762808403
